PULid	sig_gene_seq	low_level_substr	high_level_substr	Pub_year	degrad_biosyn
PUL0411	GH10,GH43_1	xylan	xylan	1995	degradation
PUL0412	GH28,2.A.1	polygalacturonic acid	pectin	2003	degradation
PUL0413	3.A.1,8.A.49,3.A.1,3.A.1,AAA,8.A.59,3.A.12,GH44,1.C.39,2.A.21	cellobiose	mono/di/trisaccharide	2019	degradation
PUL0414	GH10,3.A.12,ATPase_2,SBP_bac_1,3.A.1,3.A.1,8.A.49,GH10,Fer4	xylan	xylan	2019	degradation
PUL0415	8.A.46,1.B.14,GH20,GH20	xylan,glucomannan,plant polysaccharide	multiple_substrates	2011	degradation
PUL0416	2.A.1,1.B.14,CE6|GH151	plant polysaccharide	plant polysaccharide	2011	degradation
PUL0417	CE6,1.B.14,2.A.1,2.A.1	plant polysaccharide	plant polysaccharide	2011	degradation
PUL0418	1.B.14,CE1,CE1	plant polysaccharide	plant polysaccharide	2011	degradation
PUL0419	GH5_2,1.B.14,GH5_5,GH2,GH5_5,GH140,GH130,2.A.2,CBM67|GH78	plant polysaccharide	plant polysaccharide	2011	degradation
PUL0420	GH144,GH3,8.A.46,1.B.14	plant polysaccharide	plant polysaccharide	2011	degradation
PUL0421	GH13_10,8.A.46,1.B.14,GH97,GH13	starch	alpha-glucan	2011	degradation
PUL0422	1.B.14,8.A.46,GH18	host glycan	host glycan	2011	degradation
PUL0423	GH94,8.A.49	cellobiose	mono/di/trisaccharide	2000	degradation
PUL0424	8.A.46,1.B.14,1.B.14,8.A.46,GH18,GH163,GH130,GH92	host glycan	host glycan	2011	degradation
PUL0425	PfkB,2.A.1,GH32,GH91,GH91,1.B.14,GH32	fructan,inulin	multiple_substrates	2011	degradation
PUL0426	8.A.46,1.B.14,GH0,GH92,GH92,FecR	mucin,O-glycan	multiple_substrates	2011	degradation
PUL0427	GH53,8.A.46,1.B.14,GH147	plant polysaccharide	plant polysaccharide	2011	degradation
PUL0428	TetR_N,4.D.1,CE4,9.B.97	exopolysaccharide	exopolysaccharide	1996	biosynthesis
PUL0429	1.B.18,ComK,9.B.18,CbiA,GT2,GT2,4.C.1,GT4,GT2	O-antigen,unknown polysaccharide	multiple_substrates	2011	biosynthesis
PUL0430	GT4,GT4,8.A.3,GT94	O-antigen,exopolysaccharide	multiple_substrates	2012	biosynthesis
PUL0431	NUDIX,GT26	O-antigen	O-antigen	2016	biosynthesis
PUL0432	GT4,2.A.121,GT2	O-antigen	O-antigen	2017	biosynthesis
PUL0433	GT2,9.B.97	O-antigen	O-antigen	2017	biosynthesis
PUL0434	CBM4|GH9,GH9,GH5_17,CBM4|GH9,CBM4,2.A.69	mannooligosaccharide	-	2000	degradation
PUL0435	GH43_34,GerE,FecR,1.B.14,8.A.46,GH30_1,GH30_3,GH16,1.B.14,FecR,Sigma70_r2|Sigma70_r4_2	glucose	mono/di/trisaccharide	2017	degradation
PUL0436	GH65,GH13,8.A.46,1.B.14,LacI,CBM32|CBM32	glucomannan	beta-mannan	2017	degradation
PUL0437	GH51,1.B.14,HTH_AraC	glucomannan	beta-mannan	2017	degradation
PUL0438	1.B.14,8.A.46,GH89,DUF24,4.D.3,GH158	glucomannan,glucose	multiple_substrates	2017	degradation
PUL0439	GH33,8.A.46,1.B.14,FecR	glucomannan,glucose	multiple_substrates	2017	degradation
PUL0440	GH2,1.B.14,HTH_AraC,GH76	glucomannan,galactomannan	multiple_substrates	2017	degradation
PUL0441	1.B.14,FecR,GerE,GH130,GH43_26|CBM13	glucomannan,galactomannan	multiple_substrates	2017	degradation
PUL0442	GH18|GH18,GH18|CBM6,GH16|CBM6,GerE,FecR,1.B.14	glucomannan,galactomannan,glucose	multiple_substrates	2017	degradation
PUL0443	GH16,GerE,Sigma70_r4_2|Sigma70_r2,FecR,1.B.14,8.A.46,Y_Y_Y,CBM6|CBM6	glucomannan,galactomannan,glucose	multiple_substrates	2017	degradation
PUL0444	GH31,1.B.14,GH19	glucomannan,galactomannan,glucose	multiple_substrates	2017	degradation
PUL0445	PL5|PL7,LacI,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,PL15_1	alginate	algal glycans	2000	degradation
PUL0446	Aminotran_1_2,2.A.66,GT4	O-antigen	O-antigen	2017	biosynthesis
PUL0447	GT4,9.B.18,GT4,2.A.66	O-antigen	O-antigen	2017	biosynthesis
PUL0448	NUDIX,GT4	O-antigen	O-antigen	2017	biosynthesis
PUL0449	GT4,9.B.18,GT2,GT4	O-antigen	O-antigen	2017	biosynthesis
PUL0450	GT52,GT2,Pyr_redox,GT2	O-antigen	O-antigen	2017	biosynthesis
PUL0451	8.A.3,8.A.3,9.B.18,GT4,4.D.1	O-antigen	O-antigen	2017	biosynthesis
PUL0452	8.A.3,8.A.3,9.B.18,GT4,GT2	O-antigen	O-antigen	2017	biosynthesis
PUL0453	8.A.3,8.A.3,9.B.18,GT4,4.D.1	O-antigen	O-antigen	2017	biosynthesis
PUL0454	GH13_13|CBM41|CBM41,3.A.1,GT5,NUDIX,GT5,GH77,PfkB,GH13_13|CBM41|CBM41,GH13_2|CBM20	acarbose	-	2013	biosynthesis
PUL0455	2.A.1,GH13_18,LacI	sucrose	mono/di/trisaccharide	2003	degradation
PUL0456	2.A.1,HTH_AraC,1.B.14,1.B.14,GH43_10,HTH_AraC,GH43_1,GH10,2.A.2,GH67	xylan	xylan	2010	degradation
PUL0457	GH43_11,2.A.2,2.A.1	xylooligosaccharide	xylan	2016	degradation
PUL0458	GH16,HTH_1,2.A.1,GntR,GH16|CBM16|CBM16,1.B.52,TrmB,GH16,2.A.21,GH16,GntR	carrageenan	algal glycans	2020	degradation
PUL0459	GH2,2.A.21,3.D.1,GH96,GH96,2.A.1,GH50,GH50,GH29,SBP_bac_1,TrmB,1.B.14,GntR,GH50,1.B.14,GH86,3.A.1,3.A.1,3.A.1,3.A.1,PfkB,GH117|GH117	agar	algal glycans	2020	degradation
PUL0460	GH2,GH29,PfkB,GH63,2.A.21,Sigma70_r4,HTH_18,HTH_AraC,1.B.14,GH86|GH86|CBM6,GntR,GH50,TetR_N,Glyoxalase,GH86,GntR,GH50,1.B.14,2.A.1,GH117|GH117,PfkB,HTH_1,1.B.6,GH50,2.A.56,2.A.56,GH16,HTH_3,GH50,Pyr_redox_2,CE1,2.A.21,HTH_AraC,GH16,GH127,GH16,GH82,GH16,GH16,1.B.14,MarR,HTH_11,Crp,GH16	carrageenan,agar	multiple_substrates	2018	degradation
PUL0461	9.B.18,GT4,GT4,GT4,1.B.6	O-antigen	O-antigen	2019	biosynthesis
PUL0462	GT2,GT4,GT2	O-antigen	O-antigen	2014	biosynthesis
PUL0463	Fe_dep_repress,2.A.1,GH89,1.B.14,CE2	host glycan	host glycan	2008	degradation
PUL0464	1.B.14,2.A.1,GH33,GH20,GH2,GH20,GH20,GH2	host glycan	host glycan	2008	degradation
PUL0465	GerE,FecR,1.B.14,8.A.46,GH18	mucin	glycoprotein	2008	degradation
PUL0466	GH51,3.A.1,3.A.1,3.A.1	arabinan	galactan	2004	degradation
PUL0467	1.A.23,GH29|CBM32,GH2,GH20,1.B.14,GH18,HTH_AraC	host glycan	host glycan	2008	degradation
PUL0468	TPR_2|TPR_1,Peptidase_M23,HTH_AraC,GH43_26,1.B.14,1.B.14,ATPase_2,1.B.14,GH76,1.B.14	host glycan	host glycan	2008	degradation
PUL0469	8.A.9,8.A.46,1.B.14,GH97,8.A.9	starch	alpha-glucan	2008	degradation
PUL0470	Sigma70_r2|Sigma70_r4_2,FecR,1.B.14,1.B.14,8.A.46,GH18	mucin	glycoprotein	2008	degradation
PUL0471	HTH_AraC,1.B.14,GH92,GH92,GH92	mucin	glycoprotein	2008	degradation
PUL0472	GerE,GH38,GH92,GH2,CBM67|GH78,CE1,1.B.14,1.B.14,GH92,GH92,GH130,GH43_8	mucin	glycoprotein	2008	degradation
PUL0473	GH13|CBM26,GH97,GH13,8.A.46,1.B.14,FecR,GerE	alpha-glucan,starch	multiple_substrates	2009	degradation
PUL0474	GerE,1.B.14,8.A.46,GH30_1,GH30_1,GH3,GH30_3,GH3	beta-glucan,xylan	multiple_substrates	2009	degradation
PUL0475	LacI,3.A.1,3.A.1,3.A.1,8.A.49,CBM2|GH18	cellobiose,cellotriose	multiple_substrates	1999	degradation
PUL0476	HTH_AraC|HTH_11,1.B.14,GH5_13,GH43_18,GH2,GH43_26,GH43_31,GH29|CBM32|CBM32,PIG-L	hemicellulose,pectin	multiple_substrates	2009	degradation
PUL0477	GerE,1.B.14,8.A.46,GH16,GH16	beta-glucan	beta-glucan 	2009	degradation
PUL0478	LacI,1.B.14,8.A.46,GH2,GH92,GH92,GH125	alpha-glucan,starch	multiple_substrates	2009	degradation
PUL0479	GH43_19|GH43_34,GH27,GH2,GH95,GH51,GH28,GH28,2.A.21,GH2,HTH_AraC,GH92,GH92,1.B.14,GH89	pectin	pectin	2009	degradation
PUL0480	GH3,HTH_AraC,1.B.14,GH10,GH16,GH8,2.A.2	hemicellulose	hemicellulose	2009	degradation
PUL0481	8.A.46,1.B.14,HTH_AraC,GH97,GH3,GH43_10,GH146,GH115,GH43_12,1.B.14,GH3	hemicellulose	hemicellulose	2009,2020	degradation
PUL0482	CBM67|GH78,GH142,GH95,CBM67|GH78,GH143,GH43_18,GH28,GH140,PL1_2,PL1_2,1.B.14,CE8,GH127,PL1_2,GH139,GH106,GH2,GH137,GH78,HTH_AraC	pectin	pectin	2009	degradation
PUL0483	GH2,CE12|CE12,GH28,GH117,1.B.14,GH106,GH105	pectin	pectin	2009	degradation
PUL0484	CE12,GH28,PL10_1|CE8,GH43_10,GH105,GH105,GH105,8.A.46,1.B.14,GH28,LacI	pectin	pectin	2009	degradation
PUL0485	GH65,GH97,GH31,GH66,8.A.46,1.B.14	dextran	alpha-glucan	2009	degradation
PUL0486	9.B.67,GH13_18,3.A.1,3.A.1,3.A.1,GH36,HTH_AraC,HTH_11	raffinose	mono/di/trisaccharide	1999	degradation
PUL0487	GH18|GH18,GH20,PIG-L,8.A.46,1.B.14,GH18,8.A.46,1.B.14,LytTR	chitin	chitin	2009	degradation
PUL0488	GH5_2,GH27,8.A.46,1.B.14,HTH_AraC,GH26,2.A.2,GH130,GH26,GH5_7,GH97	beta-mannan	beta-mannan	2009	degradation
PUL0489	SIS,GT4,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0490	Aminotran_1_2,GT2,GT11,9.A.29,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0491	GT46,9.B.18,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0492	2.A.66,GT2,GT0,Aminotran_1_2,9.B.18,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0493	GT2,GT4,GT4,2.A.66,GT10,GT2,Aminotran_1_2	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0494	2.A.66,Aminotran_1_2,9.B.97,GT4,GT4,GT4,9.B.146	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0495	GT2,GT2,GT94,GT2,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0496	GT2,GT2,GT2,GT2,Aminotran_1_2,9.B.146	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0497	GH18,AA10|CBM5,GH18|CBM5	chitin	chitin	2002	degradation
PUL0498	GT2,9.B.97,GT4,GT11,GT4,GT4,GT4,GT26,9.A.25	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0499	GT2,GT2,GT101,GT4,2.A.66,GT2,GT2,GT2	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0500	GT4,GT94,GT4,GT4,GT2	O-glycan	O-glycan	2010	biosynthesis
PUL0501	2.A.66,GT2,GT4,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0502	GT11,GT2,GT2,GT4,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0503	GT11,GT4,GT2,GT4,CE4,GT4,GT2,9.B.146	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0504	9.B.146,GT2,GT2,9.B.183,GT2,GT11,GT10	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0505	9.B.146,GT4,GT4,GT4,GT2,GT2	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0506	2.A.66,GT8,GT2,GT2,9.B.146	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0507	Aminotran_1_2,2.A.66,PL12,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0508	LacI,3.A.1,3.A.1,3.A.1,GH3	xylobiose,xylotriose	multiple_substrates	2004	degradation
PUL0509	GT2,GT4,GT2,GT2,GT2,GT10,Nitroreductase,9.B.146	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0510	GT2,GT2,GT2,GT2,GT4,Fer4,GT4,GT26,9.A.25	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0511	GT2,GT2,GT4,2.A.66,4.D.1,GT2,GT2	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0512	GT4,GT94,GT4,GT4,GT2	O-glycan	O-glycan	2010	biosynthesis
PUL0513	GT2,GT2,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0514	GT11,GT2,GT2,GT4,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0515	GT46,9.B.18,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0516	9.B.18,GT4,GT4,9.B.67,GT2,GT4,2.A.66	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0517	9.B.18,GT2,GT2,GT11,GT2,2.A.66	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0518	Fer4,GT2,GT2,GT4,GT4,9.B.146	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0519	GT35,GH77,3.A.1,3.A.1,3.A.1,LacI	maltose	mono/di/trisaccharide	1993	degradation
PUL0520	2.A.2,GH43_11	xylobiose,xylodextrin	multiple_substrates	2003	degradation
PUL0521	2.A.66,Aminotran_1_2,GT2,GT4,9.B.18	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0522	GT2,GT4,GT2,GT32,GT2,GT2,Aminotran_1_2,9.B.146	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0523	GT4,GT4,GT4,GT26,9.A.25	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0524	GT2,GT2,GT4,GT101,2.A.66,GT4,GT2,GT2	capsule polysaccharide	capsule polysaccharide	2010	biosynthesis
PUL0525	GT94,GT4,GT4,GT2	O-glycan	O-glycan	2010	biosynthesis
PUL0526	1.B.14,GH30_3,GH3	beta-glucan	beta-glucan 	2011	degradation
PUL0527	HATPase_c,9.B.174,GH3,GH2,GH31,HTH_AraC,GH9,1.B.14,GH5_4,GH43_12,GH43_12,GH3	xyloglucan	xyloglucan	2011	degradation
PUL0528	GH3,HTH_AraC,GH16,1.B.14,8.A.46,GH3	beta-glucan	beta-glucan 	2011	degradation
PUL0529	GH105,CE8,CE12|CE8,HTH_AraC,PL1_2,PL1_2,PL1_2,CE8,1.B.14,9.B.116,LytTR,PL1_2,PL1_2,1.B.14,8.A.46,CE8,GH28,GH3,GH43_10,HTH_AraC	homogalacturonan	pectin	2011	degradation
PUL0530	Sigma70_r2|Sigma70_r4_2,PL1_2,HTH_AraC,GH2,GH139,GH106,3.A.3,HisKA|HATPase_c,Trans_reg_C,GH2,GH2,HisKA|HATPase_c,HTH_AraC,GH137|GH2|CBM57,GH138,2.A.21,GH78,GH141,GH127,Nitroreductase,GH95,GH105,GH140,CBM67|GH78|GH33,GH28,CBM67|GH78,GH143|GH142,GH43_18,PL1_2,1.B.14,1.B.14	rhamnogalacturonan	pectin	2011	degradation
PUL0531	4.A.3,4.A.3,GH1,HTH_18|AraC_binding	chitobiose	mono/di/trisaccharide	2003	degradation
PUL0532	GH51,GH43_4,HTH_AraC,1.B.14,GH43_4,2.A.21,NUDIX,GH146,GH51	arabinan,pectin	multiple_substrates	2013	degradation
PUL0533	HTH_AraC,GH115,1.B.14,1.B.14,GH10,GH30_8	xylan,arabinoxylan	multiple_substrates	2013	degradation
PUL0534	GH133,GH13_10,8.A.46,1.B.14,GH2,GH53,GH147	pectin	pectin	2013	degradation
PUL0535	GH43_24|GH16,GH16,1.B.14,1.B.14,HTH_AraC	arabinogalactan	galactan	2013	degradation
PUL0536	HTH_AraC,GH2,1.B.14	N-acetyl-D-glucosamine,glucosamine	multiple_substrates	2013	degradation
PUL0537	GH3,GH3,1.B.14,GH157,HTH_AraC	beta-glucan	beta-glucan 	2013	degradation
PUL0538	2.A.2,GH130,GH26,GH26|GH26,1.B.14,GH5_2,GH5_7,CE7,HTH_AraC,GH3	galactomannan,glucomannan,cellobiose,xyloglucan	multiple_substrates	2013	degradation
PUL0539	PL1_2,1.B.14,GH28,HTH_AraC,GH105,GH28,PL11,GH106,GH105	fucose,galacturonic acid, rhamnose	multiple_substrates	2013	degradation
PUL0540	GH97,GH13,GH13,1.B.14	pullulan	alpha-glucan	2013	degradation
PUL0541	HTH_AraC,1.B.14,8.A.46,PL8_2	N-acetyl-D-galactosamine,chondrotin sulfate	multiple_substrates	2013	degradation
PUL0542	8.A.59,HTH_AraC,SBP_bac_1,3.A.1,3.A.1,CE4,GH52,GH10,3.A.1,3.A.1,GH67,GH39,PfkB,GntR,9.B.28,AAA,GH43_11	xylan	xylan	1999	degradation
PUL0543	GH30_3,1.B.14,GH2|CBM57,GH88	cellobiose,beta-glucan,glucosamine	multiple_substrates	2013	degradation
PUL0544	PfkB,1.B.14,GH2	ribose	mono/di/trisaccharide	2013	degradation
PUL0545	HTH_AraC,GH43_2|CBM6,GH3,GH43_17,GH9,1.B.14,GH43_7|GH43_7,CE1	arabinan	galactan	2013	degradation
PUL0546	HTH_AraC,GH2,1.B.14,GH30_4,GH51	arabinogalactan,cellobiose	multiple_substrates	2013	degradation
PUL0547	HTH_AraC,2.A.21,GH130,1.B.14,GH26,GH2,GH3	mannose	mono/di/trisaccharide	2013	degradation
PUL0548	GH28,GH92,GH92,1.B.14,FecR,GerE	arabinose	mono/di/trisaccharide	2013	degradation
PUL0549	HTH_AraC,GH140,1.B.14	polygalacturonic acid	pectin	2013	degradation
PUL0550	PL1_2,CE8,1.B.14,GH3,HTH_AraC	N-acetyl-D-galactosamine	glycosaminoglycan	2013	degradation
PUL0551	1.B.14,GH16,GH3	cellobiose,beta-glucan,glucomannan,laminarin	multiple_substrates	2013	degradation
PUL0552	1.B.14,PL1_2,GH43_18,GH143|GH142,CBM67|GH78	arabinan	galactan	2013	degradation
PUL0553	GH43_10,GH3,GH43_12,GH31,GH97,GH43_29|CBM6,GH43_12,1.B.14,GH10,GH5_21,CE6|CE1,GH43_29|CBM6,HTH_18|HisKA|HATPase_c|Y_Y_Y|Reg_prop|Response_reg,GH95,GH115	xylan	xylan	2016	degradation
PUL0554	1.B.14,8.A.46,GH66,GH31,GH97	dextran	alpha-glucan	2013	degradation
PUL0555	GH154,GH2,GH20,GH88,PL33_1,1.B.14,HTH_AraC	N-glycan	N-glycan	2014	degradation
PUL0556	GerE,FecR,1.B.14,8.A.46,GH18	N-glycan	N-glycan	2014	degradation
PUL0557	GH97,GH67,GH76,1.B.14,HTH_AraC,GH92,GH76,GH125	alpha-mannan	alpha-mannan	2015	degradation
PUL0558	HTH_AraC,GH2,GH139,GH106,3.A.3,HisKA|HATPase_c,Trans_reg_C,GH2,GH2,HisKA|HATPase_c,HTH_AraC,GH137|GH2|CBM57,GH138,2.A.21,GH78,GH141,GH127,Nitroreductase,GH95,GH105,GH140,CBM67|GH78|GH33,GH28,CBM67|GH78,GH143|GH142,GH43_18,PL1_2,1.B.14,1.B.14	rhamnogalacturonan	pectin	2017	degradation
PUL0559	GH43_34,GH43_10,GH97,GH29,HTH_AraC,1.B.14	rhamnogalacturonan	pectin	2017	degradation
PUL0560	PL27,GH43_24,GH43_24,HTH_AraC,1.B.14,1.A.30,GH35	arabinogalactan	galactan	2008,2011	degradation
PUL0561	2.A.2,GH36,GH2	alpha-galactoside	mono/di/trisaccharide	2002	degradation
PUL0562	GH43_34,GH43_10,GH97,GH29,HTH_AraC,1.B.14	host glycan,rhamnogalacturonan	multiple_substrates	2008,2011	degradation
PUL0563	GH127,GH43_34,GH154,HTH_AraC,1.B.14,GH16|GH43_24,GH43_24,GH145,GH105	arabinogalactan	galactan	2008,2011	degradation
PUL0564	GH106,GH28,GH28,CE12,GH2,GH43_18|GH42,GH28,CE4,GH28,GH2,CBM35,GH35,1.B.14,8.A.46,1.B.14,PL9,PL26,CE12|CE12,GH105,PL11_1,GH105,HTH_AraC,CE4,CE6,GH2,HTH_AraC,PL9_1	rhamnogalacturonan	pectin	2008,2011	degradation
PUL0565	2.A.2,GH130,GH36,GH26,GH26,1.B.14,HTH_AraC	galactomannan,glucomannan	multiple_substrates	2011,2017	degradation
PUL0566	GH2,GH53,8.A.46,1.B.14,GH147,HTH_AraC	pectin	pectin	2011,2018	degradation
PUL0567	GH18,AA10|CBM5|CBM5,GH18|CBM5|CBM5	chitin	chitin	1999	degradation
PUL0568	PfkB,GH32,LacI,4.A.1	sucrose	mono/di/trisaccharide	1999	degradation
PUL0569	GH68,GH32,2.A.3	levan	fructan	2001	degradation
PUL0570	4.A.1,GH1	cellobiose	mono/di/trisaccharide	2003	degradation
PUL0571	4.A.3,4.A.3,4.A.3,HTH_AraC,GH4	chitooligosaccharide	chitin	2009	degradation
PUL0572	AraC_binding,2.A.50,PL5_1,1.B.13,4.D.1	alginate	algal glycans	1993	biosynthesis
PUL0573	3.A.1,3.A.1,3.A.1,GH1,LacI|Peripla_BP_3	cellobiose,cellulose,cellooligosaccharide	multiple_substrates	2009	degradation
PUL0574	3.A.1,3.A.1,GH1,GH84,GntR,GH125,GH38	alpha-mannoside,N-glycan	multiple_substrates	2006	degradation
PUL0575	GH13_18,GH13_31,GH36,3.A.1,3.A.1,3.A.1,GH4,3.A.1,3.A.1,LacI	raffinose	mono/di/trisaccharide	2011	degradation
PUL0576	GH112,3.A.1,3.A.1,3.A.1	mucin,human milk oligosaccharide,O-glycan	multiple_substrates	2010	degradation
PUL0577	GH94,GH20,GH9,3.A.1,3.A.1,3.A.1,3.A.1,3.A.1,HisKA|Response_reg|dCache_1|HATPase_c|PAS	chitin,chitobiose,cellobiose	multiple_substrates	2011	degradation
PUL0578	LacI|Peripla_BP_3,3.A.1,3.A.1,3.A.1,GH1	cellodextrin	alpha-glucan	2011	degradation
PUL0579	MarR,CE9,4.A.1	N-acetylglucosamine	glycosaminoglycan	2011	degradation
PUL0580	Glucokinase,CE9	N-acetylglucosamine	glycosaminoglycan	2011	degradation
PUL0581	GH32,PfkB,GH32	inulin	fructan	2012	degradation
PUL0582	4.A.3,GH1	lactose	mono/di/trisaccharide	2012	degradation
PUL0583	4.A.3,4.A.3,CE0,4.A.3	cellobiose	mono/di/trisaccharide	1993	degradation
PUL0584	GH13_18,3.A.1,3.A.1,3.A.1,HTH_AraC,GH36,LacI	melibiose	mono/di/trisaccharide	2013	degradation
PUL0585	GH1,2.A.123,Mga|HTH_11,4.A.3,4.A.3	cellobiose	mono/di/trisaccharide	2011	degradation
PUL0586	1.B.25,GH20	chitin	chitin	2012	degradation
PUL0587	PfkB,2.A.1,GH32	levan,inulin,fructan	multiple_substrates	2013	degradation
PUL0588	3.A.1,3.A.1,3.A.1,GH3	chitin	chitin	2013	degradation
PUL0589	GT35,GH77,LacI	starch	alpha-glucan	2013	degradation
PUL0590	3.A.1,3.A.1,3.A.1,CBM34|GH13_20	maltose,maltodextrin	multiple_substrates	2013	degradation
PUL0591	CE9,GntR	N-acetylglucosamine	glycosaminoglycan	2013	degradation
PUL0592	HTH_AraC,8.A.59,3.A.1,3.A.1,3.A.1,GH67,GH10,GH43_12	methylglucuronoarabinoxylan	xylan	2014	degradation
PUL0593	CBM34|GH13_39,3.A.1,3.A.1,3.A.1,GH13_2|CBM20	maltose,maltotriose	multiple_substrates	1996	degradation
PUL0594	9.B.33,3.A.1,HTH_5,GH51	methylglucuronoarabinoxylan	xylan	2014	degradation
PUL0595	CBM82|CBM83|GH13_41,HTH_1,Pyr_redox_2	starch	alpha-glucan	2015	degradation
PUL0596	SBP_bac_1,3.A.1,3.A.1,GH13_36	starch	alpha-glucan	2015	degradation
PUL0597	LacI,3.A.1,3.A.1,3.A.1,GH3	arabinoxylan,arabino-xylooligosaccharide	multiple_substrates	2015	degradation
PUL0598	GH95	xylose	mono/di/trisaccharide	2015	degradation
PUL0599	HTH_AraC,dCache_1|HATPase_c,SBP_bac_1,GH43_11,3.A.1,3.A.1,3.A.1	xylan	xylan	2015	degradation
PUL0600	GH130,GH130,3.A.1,3.A.1,SBP_bac_1,HTH_AraC,8.A.59,GH2	galactomannan	beta-mannan	2015	degradation
PUL0601	GntR,GH28,2.A.2,GH105,PfkB,TrmB	pectin	pectin	2015	degradation
PUL0602	GH10,9.B.28,GntR,PfkB,GH39,GH67,3.A.1,3.A.1,3.A.1,GH10,GH52,CE4,3.A.1,3.A.1,SBP_bac_1,HTH_AraC,8.A.59	xylan	xylan	2015	degradation
PUL0603	4.A.3,4.A.3,GH1	galactomannooligosaccharide	beta-mannan	2020	degradation
PUL0604	4.A.1,GH32,LacI,GH13_31	galactomannooligosaccharide	beta-mannan	2020	degradation
PUL0605	GT35,GT5,CBM48|GH13_11,CBM48|GH13_9	glycogen	alpha-glucan	2020,2011	biosynthesis
PUL0606	LacI,2.A.2,GH2	beta-galactooligosaccharide	galactan	2020	degradation
PUL0607	GH2,GH141,GH105|GH154,1.B.14,GH16_11,GH117,GH16_11,GH16_14,GH29,HTH_AraC	porphyran	algal glycans	2020	degradation
PUL0608	HTH_AraC,3.A.1,3.A.1,3.A.1,GH136,HTH_AraC,8.A.59	human milk oligosaccharide	human milk oligosaccharide	2020	degradation
PUL0609	GH95,GH95,3.A.1,3.A.1,SBP_bac_1,8.A.59,HTH_AraC,GH136	human milk oligosaccharide	human milk oligosaccharide	2020	degradation
PUL0610	LacI,GH43_15|CBM6,CBM4|CBM4|GH10,GH10,GerE,FecR,1.B.14,8.A.46,GH67,GH3,GH3	xylan	xylan	2020	degradation
PUL0611	GH97,GH13_19,GH13_38,GH31,GH13,GH65,2.A.2,LacI,1.B.14,8.A.46	alpha-glucan	alpha-glucan	2020	degradation
PUL0612	2.A.21,8.A.46,1.B.14,LacI,GH65,GH13_38,Pyr_redox_2,1.A.8	alpha-glucan	alpha-glucan	2020	degradation
PUL0613	1.B.14,8.A.46,PL38|GH88,GH2|CBM57	O-glycan,N-glycan	multiple_substrates	2020	degradation
PUL0614	1.B.14,PL1_2	pectin	pectin	2020	degradation
PUL0615	1.B.14,2.A.66,GH28	pectin	pectin	2020	degradation
PUL0616	1.B.14,PL1_2,1.B.14	pectin	pectin	2020	degradation
PUL0617	GH67,2.A.2,GH10,GH43_1,GH43_35,GH5_21,GH10,1.B.14	xylan	xylan	2020	degradation
PUL0618	GH36,1.B.14,PL1	pectin	pectin	2020	degradation
PUL0619	1.B.14,GH35	xylan	xylan	2020	degradation
PUL0620	GH128,GH51|GH43_19,1.B.14	xylan	xylan	2020	degradation
PUL0621	1.B.14,GH3,HTH_AraC,GH57,GT4,GH133	pectin	pectin	2020	degradation
PUL0622	1.B.14,1.B.14,PL11_1,GH3,GH43_7,PL11_1,GH2	xylan	xylan	2020	degradation
PUL0623	1.B.14,GH3,1.B.14,8.A.46	pectin	pectin	2020	degradation
